Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Luke Babbitt,SF,22,40,537,71,173,0.41,43,100,0.43,28,73,0.384,0.535,17,20,0.85,16,79,95,16,10,4,27,46,202,OOR,2012
Renaldo Balkman,SF,27,14,115,16,32,0.5,2,9,0.222,14,23,0.609,0.531,8,11,0.727,6,20,26,5,4,3,6,14,42,OOR,2012
Leandro Barbosa,SG,29,64,1382,271,637,0.425,65,170,0.382,206,467,0.441,0.476,101,124,0.815,33,95,128,96,56,7,94,135,708,OOR,2012
J.J. Barea,PG,27,41,1032,167,418,0.4,53,143,0.371,114,275,0.415,0.463,76,98,0.776,14,100,114,232,21,0,103,61,463,OOR,2012
Andrea Bargnani,C,26,31,1032,209,484,0.432,34,115,0.296,175,369,0.474,0.467,151,173,0.873,24,148,172,61,18,15,69,52,603,OOR,2012
Matt Barnes,SF,31,63,1440,175,387,0.452,46,138,0.333,129,249,0.518,0.512,95,128,0.742,97,247,344,126,35,48,73,152,491,OOR,2012
Earl Barron,C,30,2,9,2,4,0.5,0,0,0.0,2,4,0.5,0.5,0,0,0.0,1,0,1,0,0,0,0,5,4,OOR,2012
Brandon Bass,PF,26,59,1868,303,632,0.479,0,0,0.0,303,632,0.479,0.479,132,163,0.81,95,270,365,55,34,54,65,135,738,OOR,2012
Tony Battie,C,35,27,295,19,51,0.373,0,1,0.0,19,50,0.38,0.373,4,4,1.0,8,59,67,16,4,6,4,26,42,OOR,2012
Shane Battier,SF,33,65,1499,113,292,0.387,62,183,0.339,51,109,0.468,0.493,23,37,0.622,56,100,156,82,64,33,37,105,311,OOR,2012
Nicolas Batum,SF,23,59,1791,289,641,0.451,107,274,0.391,182,367,0.496,0.534,133,159,0.836,81,190,271,84,57,60,90,105,818,OOR,2012
Jerryd Bayless,PG,23,31,705,117,276,0.424,44,104,0.423,73,172,0.424,0.504,75,88,0.852,8,58,66,118,24,4,53,70,353,OOR,2012
Michael Beasley,SF,23,47,1087,221,497,0.445,38,101,0.376,183,396,0.462,0.483,61,95,0.642,39,168,207,45,18,19,80,83,541,OOR,2012
Rodrigue Beaubois,PG,23,53,1151,188,445,0.422,38,132,0.288,150,313,0.479,0.465,58,69,0.841,19,132,151,152,56,28,70,98,472,OOR,2012
Marco Belinelli,SG,25,66,1966,286,686,0.417,107,284,0.377,179,402,0.445,0.495,101,129,0.783,19,153,172,101,48,5,69,115,780,OOR,2012
Raja Bell,SG,35,34,796,81,174,0.466,34,87,0.391,47,87,0.54,0.563,21,25,0.84,6,43,49,38,13,2,21,78,217,OOR,2012
Keith Benson,C,23,3,9,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,2,1,3,0,0,0,0,0,0,OOR,2012
Mike Bibby,PG,33,39,557,35,124,0.282,27,85,0.318,8,39,0.205,0.391,6,8,0.75,5,54,59,80,21,3,20,45,103,OOR,2012
Andris Biedriņš,C,25,47,739,39,64,0.609,0,0,0.0,39,64,0.609,0.609,1,9,0.111,45,131,176,16,23,45,14,125,79,OOR,2012
Chauncey Billups,SG,35,20,607,83,228,0.364,48,125,0.384,35,103,0.34,0.469,85,95,0.895,4,46,50,80,9,3,38,40,299,OOR,2012
Bismack Biyombo,C,19,63,1455,129,278,0.464,0,0,0.0,129,278,0.464,0.464,69,143,0.483,113,255,368,27,20,115,71,145,327,OOR,2012
DeJuan Blair,PF,22,64,1363,269,504,0.534,0,1,0.0,269,503,0.535,0.534,73,119,0.613,154,197,351,78,59,12,92,168,611,OOR,2012
Steve Blake,PG,31,53,1237,101,268,0.377,53,158,0.335,48,110,0.436,0.476,21,27,0.778,9,76,85,175,39,2,72,75,276,OOR,2012
Andray Blatche,PF,25,26,626,93,245,0.38,2,7,0.286,91,238,0.382,0.384,33,49,0.673,42,108,150,28,20,17,37,54,221,OOR,2012
Eric Bledsoe,PG,22,40,464,49,126,0.389,6,30,0.2,43,96,0.448,0.413,28,44,0.636,22,43,65,66,31,14,47,58,132,OOR,2012
Keith Bogans,SF,31,5,94,8,21,0.381,3,12,0.25,5,9,0.556,0.452,2,5,0.4,5,6,11,3,2,0,3,15,21,OOR,2012
Andrew Bogut,C,27,12,364,61,136,0.449,0,1,0.0,61,135,0.452,0.449,14,23,0.609,22,78,100,31,12,24,24,36,136,OOR,2012
Matt Bonner,PF,31,65,1326,154,350,0.44,105,250,0.42,49,100,0.49,0.59,16,21,0.762,29,185,214,61,15,21,14,68,429,OOR,2012
Trevor Booker,PF,24,50,1261,181,341,0.531,1,2,0.5,180,339,0.531,0.532,56,93,0.602,119,206,325,40,48,43,58,138,419,OOR,2012
Carlos Boozer,PF,30,66,1948,448,842,0.532,0,1,0.0,448,841,0.533,0.532,95,137,0.693,114,450,564,125,63,24,115,168,991,OOR,2012
Chris Bosh,PF,27,57,2007,393,807,0.487,10,35,0.286,383,772,0.496,0.493,229,279,0.821,94,358,452,103,51,45,117,128,1025,OOR,2012
Earl Boykins,PG,35,8,111,12,36,0.333,2,9,0.222,10,27,0.37,0.361,13,15,0.867,0,11,11,17,1,0,7,5,39,OOR,2012
Craig Brackins,PF,24,14,88,9,33,0.273,3,9,0.333,6,24,0.25,0.318,1,2,0.5,5,10,15,8,0,1,4,6,22,OOR,2012
Avery Bradley,PG,21,64,1368,200,402,0.498,22,54,0.407,178,348,0.511,0.525,62,78,0.795,34,81,115,87,43,12,75,109,484,OOR,2012
Elton Brand,C,32,60,1732,287,581,0.494,0,1,0.0,287,580,0.495,0.494,85,116,0.733,145,284,429,97,58,97,65,176,659,OOR,2012
Corey Brewer,SF,25,59,1287,201,463,0.434,33,127,0.26,168,336,0.5,0.47,90,130,0.692,43,107,150,88,72,17,56,113,525,OOR,2012
Ronnie Brewer,SG,26,66,1635,190,445,0.427,19,69,0.275,171,376,0.455,0.448,56,100,0.56,72,159,231,137,72,21,59,64,455,OOR,2012
Jon Brockman,PF,24,35,239,15,45,0.333,0,1,0.0,15,44,0.341,0.333,7,15,0.467,33,42,75,9,4,1,10,33,37,OOR,2012
MarShon Brooks,SG,23,56,1648,274,640,0.428,47,150,0.313,227,490,0.463,0.465,113,148,0.764,70,130,200,131,52,15,118,116,708,OOR,2012
Derrick Brown,SF,24,65,1443,212,409,0.518,6,24,0.25,206,385,0.535,0.526,94,141,0.667,95,141,236,67,48,12,55,96,524,OOR,2012
Kwame Brown,C,29,9,187,21,40,0.525,0,0,0.0,21,40,0.525,0.525,15,34,0.441,16,41,57,4,8,0,14,21,57,OOR,2012
Shannon Brown,SG,26,59,1400,251,598,0.42,68,188,0.362,183,410,0.446,0.477,80,99,0.808,38,119,157,69,44,15,64,66,650,OOR,2012
Kobe Bryant,SG,33,58,2232,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,Candidate,2012
Chase Budinger,SF,23,58,1298,208,471,0.442,88,219,0.402,120,252,0.476,0.535,54,70,0.771,38,179,217,74,29,7,55,65,558,OOR,2012
Alec Burks,SG,20,59,939,153,357,0.429,15,45,0.333,138,312,0.442,0.45,104,143,0.727,57,75,132,55,27,5,51,84,425,OOR,2012
Caron Butler,SF,31,63,1871,287,705,0.407,92,257,0.358,195,448,0.435,0.472,87,107,0.813,44,186,230,78,52,9,77,123,753,OOR,2012
Jimmy Butler,SG,22,42,359,32,79,0.405,2,11,0.182,30,68,0.441,0.418,43,56,0.768,23,33,56,14,11,5,14,20,109,OOR,2012
Rasual Butler,SF,32,34,453,41,133,0.308,21,77,0.273,20,56,0.357,0.387,7,12,0.583,6,60,66,19,7,5,15,39,110,OOR,2012
Derrick Byars,PF,27,2,37,3,11,0.273,0,6,0.0,3,5,0.6,0.273,4,4,1.0,6,5,11,1,2,0,0,2,10,OOR,2012
Andrew Bynum,C,24,60,2112,444,796,0.558,1,5,0.2,443,791,0.56,0.558,234,338,0.692,192,517,709,85,27,116,152,104,1123,OOR,2012
Will Bynum,PG,29,36,514,74,194,0.381,7,29,0.241,67,165,0.406,0.399,49,64,0.766,10,46,56,66,23,3,54,61,204,OOR,2012
José Calderón,PG,30,53,1799,218,477,0.457,59,159,0.371,159,318,0.5,0.519,60,68,0.882,19,141,160,468,47,3,104,94,555,OOR,2012
Marcus Camby,C,37,59,1352,128,287,0.446,2,5,0.4,126,282,0.447,0.449,29,64,0.453,157,373,530,107,50,85,57,126,287,OOR,2012
Brian Cardinal,SF,34,44,277,14,55,0.255,10,49,0.204,4,6,0.667,0.345,5,6,0.833,4,30,34,16,8,2,8,38,43,OOR,2012
DeMarre Carroll,SF-PF,25,24,348,43,105,0.41,7,19,0.368,36,86,0.419,0.443,14,16,0.875,28,25,53,18,12,1,11,37,107,OOR,2012
Matt Carroll,SG,31,53,596,52,157,0.331,8,43,0.186,44,114,0.386,0.357,30,38,0.789,8,50,58,38,16,7,24,52,142,OOR,2012
Anthony Carter,PG,36,24,209,17,53,0.321,5,17,0.294,12,36,0.333,0.368,8,10,0.8,5,28,33,34,8,4,17,20,47,OOR,2012
Vince Carter,SG,35,61,1542,223,542,0.411,74,205,0.361,149,337,0.442,0.48,95,115,0.826,32,173,205,139,56,25,84,134,615,OOR,2012
Omri Casspi,SF,23,65,1341,166,412,0.403,53,168,0.315,113,244,0.463,0.467,74,108,0.685,63,165,228,66,37,21,64,115,459,OOR,2012
Mario Chalmers,PG,25,64,1825,223,498,0.448,101,260,0.388,122,238,0.513,0.549,80,101,0.792,16,155,171,222,97,11,142,166,627,OOR,2012
Tyson Chandler,C,29,62,2061,241,355,0.679,0,2,0.0,241,353,0.683,0.679,217,315,0.689,212,400,612,56,56,89,102,186,699,OOR,2012
Wilson Chandler,SF,24,8,215,31,79,0.392,3,12,0.25,28,67,0.418,0.411,10,12,0.833,6,35,41,17,6,6,18,18,75,OOR,2012
Josh Childress,SF,28,34,491,48,99,0.485,4,24,0.167,44,75,0.587,0.505,0,2,0.0,31,64,95,34,14,6,9,38,100,OOR,2012
Earl Clark,PF,24,45,559,51,139,0.367,0,0,0.0,51,139,0.367,0.367,21,29,0.724,35,89,124,18,12,32,25,72,123,OOR,2012
Norris Cole,PG,23,65,1260,177,450,0.393,21,76,0.276,156,374,0.417,0.417,66,85,0.776,21,70,91,133,44,2,105,124,441,OOR,2012
Jason Collins,C,33,30,308,16,40,0.4,0,0,0.0,16,40,0.4,0.4,7,15,0.467,12,36,48,10,4,3,10,34,39,OOR,2012
Darren Collison,PG,24,60,1878,230,523,0.44,34,94,0.362,196,429,0.457,0.472,127,153,0.83,30,157,187,287,49,14,114,101,621,OOR,2012
Nick Collison,PF,31,63,1307,120,201,0.597,0,1,0.0,120,200,0.6,0.597,44,62,0.71,119,155,274,82,33,28,61,153,284,OOR,2012
Mike Conley,PG,24,62,2174,296,684,0.433,60,159,0.377,236,525,0.45,0.477,136,158,0.861,22,134,156,404,136,11,125,133,788,OOR,2012
Brian Cook,PF,31,32,276,31,98,0.316,10,50,0.2,21,48,0.438,0.367,9,10,0.9,10,53,63,10,6,5,11,48,81,OOR,2012
Daequan Cook,SG,24,57,989,109,296,0.368,79,228,0.346,30,68,0.441,0.502,14,22,0.636,12,110,122,15,22,11,16,69,311,OOR,2012
DeMarcus Cousins,C,21,64,1950,448,999,0.448,2,14,0.143,446,985,0.453,0.449,262,373,0.702,265,438,703,102,93,75,170,257,1160,OOR,2012
Jamal Crawford,PG,31,60,1613,283,737,0.384,80,260,0.308,203,477,0.426,0.438,191,206,0.927,16,102,118,191,55,14,111,74,837,OOR,2012
Jordan Crawford,SG,23,64,1753,349,872,0.4,79,273,0.289,270,599,0.451,0.446,161,203,0.793,44,124,168,190,59,5,141,111,938,OOR,2012
Dante Cunningham,PF,24,64,1124,144,279,0.516,0,2,0.0,144,277,0.52,0.516,45,69,0.652,91,155,246,37,42,34,29,98,333,OOR,2012
Eddy Curry,C,29,14,83,12,26,0.462,0,0,0.0,12,26,0.462,0.462,6,8,0.75,4,8,12,1,0,2,10,17,30,OOR,2012
Stephen Curry,PG,23,26,732,145,296,0.49,55,121,0.455,90,175,0.514,0.583,38,47,0.809,15,73,88,138,39,8,65,62,383,OOR,2012
Samuel Dalembert,C,30,65,1446,200,395,0.506,0,1,0.0,200,394,0.508,0.506,90,113,0.796,158,298,456,33,37,111,82,162,490,OOR,2012
Erick Dampier,C,36,15,83,1,8,0.125,0,0,0.0,1,8,0.125,0.125,0,0,0.0,10,15,25,4,1,4,3,9,2,OOR,2012
Marquis Daniels,SG,31,38,484,52,143,0.364,0,10,0.0,52,133,0.391,0.364,17,23,0.739,16,50,66,47,21,9,28,36,121,OOR,2012
Baron Davis,PG,32,29,595,68,184,0.37,26,85,0.306,42,99,0.424,0.44,16,24,0.667,13,43,56,135,34,3,76,61,178,OOR,2012
Ed Davis,PF,22,66,1534,172,335,0.513,0,1,0.0,172,334,0.515,0.513,71,106,0.67,134,304,438,60,40,63,67,156,415,OOR,2012
Glen Davis,PF,26,61,1427,225,534,0.421,2,14,0.143,223,520,0.429,0.423,114,167,0.683,107,224,331,47,43,19,75,106,566,OOR,2012
Josh Davis,PF,31,15,130,10,27,0.37,4,13,0.308,6,14,0.429,0.444,4,8,0.5,16,11,27,6,7,1,3,19,28,OOR,2012
Eric Dawson,C,27,4,39,7,12,0.583,0,0,0.0,7,12,0.583,0.583,1,2,0.5,5,5,10,0,1,2,3,6,15,OOR,2012
Austin Daye,SF,23,41,603,73,227,0.322,13,62,0.21,60,165,0.364,0.35,35,43,0.814,14,77,91,33,22,21,40,62,194,OOR,2012
Carlos Delfino,SF,29,54,1537,182,453,0.402,86,239,0.36,96,214,0.449,0.497,38,48,0.792,20,188,208,123,79,10,66,99,488,OOR,2012
Luol Deng,SF,26,54,2129,311,755,0.412,79,215,0.367,232,540,0.43,0.464,127,165,0.77,77,273,350,157,56,36,96,81,828,OOR,2012
Justin Dentmon,PG,26,6,91,10,28,0.357,2,14,0.143,8,14,0.571,0.393,4,6,0.667,0,8,8,10,2,0,7,10,26,OOR,2012
DeMar DeRozan,SG,22,63,2206,381,903,0.422,24,92,0.261,357,811,0.44,0.435,268,331,0.81,40,171,211,128,48,17,123,162,1054,OOR,2012
Boris Diaw,PF,29,57,1424,156,351,0.444,31,99,0.313,125,252,0.496,0.489,22,35,0.629,70,210,280,205,34,25,112,125,365,OOR,2012
Ike Diogu,PF,28,2,14,0,2,0.0,0,0,0.0,0,2,0.0,0.0,2,2,1.0,0,1,1,0,0,0,1,1,2,OOR,2012
DeSagana Diop,C,30,27,325,15,42,0.357,0,0,0.0,15,42,0.357,0.357,1,6,0.167,33,52,85,23,6,13,19,36,31,OOR,2012
Keyon Dooling,SG,31,46,662,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,OOR,2012
Toney Douglas,PG,25,38,656,94,290,0.324,27,117,0.231,67,173,0.387,0.371,22,26,0.846,16,56,72,77,29,1,56,55,237,OOR,2012
Goran Dragić,PG,25,66,1752,277,600,0.462,68,202,0.337,209,398,0.525,0.518,153,190,0.805,53,115,168,351,85,10,157,166,775,OOR,2012
Jared Dudley,SG,26,65,2020,312,643,0.485,80,209,0.383,232,434,0.535,0.547,119,164,0.726,95,206,301,112,49,19,72,107,823,OOR,2012
Chris Duhon,PG,29,63,1226,85,203,0.419,50,119,0.42,35,84,0.417,0.542,17,21,0.81,14,88,102,151,35,9,81,71,237,OOR,2012
Tim Duncan,C,35,58,1634,361,733,0.492,0,4,0.0,361,729,0.495,0.492,173,249,0.695,110,410,520,132,38,88,97,98,895,OOR,2012
Mike Dunleavy,SF,31,55,1445,239,504,0.474,83,208,0.399,156,296,0.527,0.557,116,143,0.811,29,175,204,117,28,8,58,87,677,OOR,2012
Kevin Durant,SF,23,66,2546,643,1297,0.496,133,344,0.387,510,953,0.535,0.547,431,501,0.86,40,487,527,231,88,77,248,133,1850,Candidate,2012
Jerome Dyson,PG,24,9,180,19,48,0.396,1,8,0.125,18,40,0.45,0.406,28,36,0.778,2,17,19,18,11,2,20,19,67,OOR,2012
Devin Ebanks,SG,22,24,396,37,89,0.416,0,9,0.0,37,80,0.463,0.416,23,35,0.657,26,28,54,12,11,6,18,26,97,OOR,2012
Wayne Ellington,SG,24,51,973,122,302,0.404,35,108,0.324,87,194,0.448,0.462,32,40,0.8,14,85,99,33,26,10,26,56,311,OOR,2012
Monta Ellis,SG,26,58,2120,450,1040,0.433,62,201,0.308,388,839,0.462,0.463,219,275,0.796,20,180,200,346,85,18,177,136,1181,OOR,2012
Francisco Elson,C,35,5,16,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,1,1,1,1,1,1,0,2,OOR,2012
Andre Emmett,SF,29,6,45,4,7,0.571,0,1,0.0,4,6,0.667,0.571,5,8,0.625,2,4,6,1,2,1,2,2,13,OOR,2012
Semih Erden,C,25,28,333,39,74,0.527,0,0,0.0,39,74,0.527,0.527,21,41,0.512,20,52,72,9,10,5,16,60,99,OOR,2012
Jeremy Evans,SF,24,29,217,27,42,0.643,0,1,0.0,27,41,0.659,0.643,8,16,0.5,19,31,50,13,6,24,5,23,62,OOR,2012
Maurice Evans,SF,33,24,343,45,112,0.402,17,45,0.378,28,67,0.418,0.478,10,13,0.769,8,16,24,9,14,0,10,36,117,OOR,2012
Reggie Evans,PF,31,56,771,34,72,0.472,0,0,0.0,34,72,0.472,0.472,36,71,0.507,100,171,271,17,31,6,44,118,104,OOR,2012
Tyreke Evans,SG,22,63,2162,408,900,0.453,20,99,0.202,388,801,0.484,0.464,201,258,0.779,64,225,289,283,84,29,171,136,1037,OOR,2012
Christian Eyenga,SF,22,7,102,6,25,0.24,1,3,0.333,5,22,0.227,0.26,4,8,0.5,4,10,14,5,3,5,3,7,17,OOR,2012
Kenneth Faried,PF,22,46,1037,181,309,0.586,0,0,0.0,181,309,0.586,0.586,109,164,0.665,142,210,352,36,34,47,54,116,471,OOR,2012
Jordan Farmar,PG,25,39,831,147,315,0.467,55,125,0.44,92,190,0.484,0.554,57,63,0.905,7,54,61,129,24,2,68,49,406,OOR,2012
Derrick Favors,PF,20,65,1376,222,445,0.499,0,0,0.0,222,445,0.499,0.499,126,194,0.649,158,267,425,43,38,65,103,145,570,OOR,2012
Raymond Felton,PG,27,60,1906,261,642,0.407,62,203,0.305,199,439,0.453,0.455,100,124,0.806,27,122,149,390,78,10,170,122,684,OOR,2012
Rudy Fernández,SG,26,31,710,99,225,0.44,40,122,0.328,59,103,0.573,0.529,30,43,0.698,9,56,65,75,31,3,40,37,268,OOR,2012
Kyrylo Fesenko,C,25,3,17,2,5,0.4,0,0,0.0,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,OOR,2012
Landry Fields,SG,23,66,1894,236,513,0.46,31,121,0.256,205,392,0.523,0.49,77,137,0.562,59,219,278,169,79,17,102,99,580,OOR,2012
Derek Fisher,PG,37,63,1508,129,348,0.371,35,109,0.321,94,239,0.393,0.421,57,67,0.851,12,109,121,170,51,4,73,117,350,OOR,2012
Jonny Flynn,PG,22,29,416,46,131,0.351,10,34,0.294,36,97,0.371,0.389,29,39,0.744,8,31,39,96,6,2,36,23,131,OOR,2012
Jeff Foote,C,24,4,39,2,6,0.333,0,0,0.0,2,6,0.333,0.333,0,0,0.0,1,5,6,0,0,1,2,5,4,OOR,2012
Gary Forbes,SG,26,48,713,112,271,0.413,29,83,0.349,83,188,0.441,0.467,66,91,0.725,27,75,102,54,24,4,54,56,319,OOR,2012
T.J. Ford,PG,28,14,191,19,43,0.442,2,8,0.25,17,35,0.486,0.465,11,14,0.786,3,15,18,45,9,2,23,23,51,OOR,2012
Courtney Fortson,PG,23,10,95,11,32,0.344,3,13,0.231,8,19,0.421,0.391,10,15,0.667,6,9,15,10,3,0,10,5,35,OOR,2012
Jeff Foster,C,35,11,141,9,18,0.5,1,1,1.0,8,17,0.471,0.528,6,9,0.667,18,24,42,4,8,1,7,26,25,OOR,2012
Randy Foye,SG,28,65,1682,256,644,0.398,127,329,0.386,129,315,0.41,0.496,73,85,0.859,25,113,138,146,46,24,73,130,712,OOR,2012
Jimmer Fredette,PG,22,61,1135,172,446,0.386,78,216,0.361,94,230,0.409,0.473,40,48,0.833,17,56,73,108,30,3,67,73,462,OOR,2012
Channing Frye,PF,28,64,1669,255,613,0.416,91,263,0.346,164,350,0.469,0.49,73,82,0.89,71,308,379,88,42,70,63,176,674,OOR,2012
Dan Gadzuric,C,33,2,13,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,2,0.0,1,4,5,0,1,1,1,4,0,OOR,2012
Sundiata Gaines,SG,25,57,793,102,271,0.376,28,82,0.341,74,189,0.392,0.428,59,96,0.615,27,81,108,126,55,2,52,58,291,OOR,2012
Danilo Gallinari,SF,23,43,1351,193,466,0.414,60,183,0.328,133,283,0.47,0.479,182,209,0.871,28,174,202,116,42,23,68,86,628,OOR,2012
Francisco García,SF,30,49,798,86,229,0.376,38,131,0.29,48,98,0.49,0.459,24,30,0.8,11,88,99,31,36,37,22,73,234,OOR,2012
Kevin Garnett,C,35,60,1864,391,777,0.503,3,9,0.333,388,768,0.505,0.505,162,189,0.857,66,428,494,175,56,61,107,141,947,OOR,2012
Marc Gasol,C,27,65,2370,357,740,0.482,1,12,0.083,356,728,0.489,0.483,237,317,0.748,120,459,579,204,62,121,121,201,952,OOR,2012
Pau Gasol,PF,31,65,2430,459,917,0.501,7,27,0.259,452,890,0.508,0.504,204,261,0.782,183,495,678,237,37,88,142,127,1129,OOR,2012
Rudy Gay,SF,25,65,2422,485,1067,0.455,54,173,0.312,431,894,0.482,0.48,208,263,0.791,130,287,417,147,95,55,161,138,1232,OOR,2012
Alonzo Gee,SG,24,63,1827,227,551,0.412,44,137,0.321,183,414,0.442,0.452,167,212,0.788,101,221,322,113,83,17,114,149,665,OOR,2012
Paul George,SG,21,66,1958,281,639,0.44,90,234,0.385,191,405,0.472,0.51,146,182,0.802,56,314,370,158,108,38,117,191,798,OOR,2012
Daniel Gibson,SG,25,35,916,87,248,0.351,55,139,0.396,32,109,0.294,0.462,34,43,0.791,11,90,101,76,26,16,45,69,263,OOR,2012
Taj Gibson,PF,26,63,1284,200,404,0.495,0,0,0.0,200,404,0.495,0.495,84,135,0.622,135,197,332,47,27,81,60,131,484,OOR,2012
Manu Ginóbili,SG,34,34,792,150,285,0.526,52,126,0.413,98,159,0.616,0.618,88,101,0.871,18,98,116,151,24,12,64,56,440,OOR,2012
Mickell Gladness,PF,25,26,252,25,59,0.424,0,0,0.0,25,59,0.424,0.424,6,12,0.5,14,44,58,5,4,20,7,32,56,OOR,2012
Ryan Gomes,SF,29,32,425,31,95,0.326,4,29,0.138,27,66,0.409,0.347,8,11,0.727,14,47,61,12,16,0,15,34,74,OOR,2012
Drew Gooden,C,30,56,1469,287,657,0.437,16,55,0.291,271,602,0.45,0.449,176,208,0.846,130,233,363,144,46,34,109,112,766,OOR,2012
Ben Gordon,SG,28,52,1398,234,530,0.442,63,147,0.429,171,383,0.446,0.501,117,136,0.86,14,107,121,127,34,11,115,114,648,OOR,2012
Eric Gordon,SG,23,9,310,63,140,0.45,10,40,0.25,53,100,0.53,0.486,49,65,0.754,2,23,25,31,13,4,24,20,185,OOR,2012
Marcin Gortat,C,27,66,2114,427,769,0.555,0,2,0.0,427,767,0.557,0.555,163,251,0.649,185,474,659,59,48,99,90,142,1017,OOR,2012
